,active,age,birth_city,birth_country,birth_date,birth_state,college,depth_chart_order,depth_chart_position,espn_id,fantasy_data_id,fantasy_positions,first_name,full_name,gsis_id,hashtag,height,high_school,injury_body_part,injury_notes,injury_start_date,injury_status,last_name,news_updated,number,player_id,position,practice_description,practice_participation,rotowire_id,rotoworld_id,search_first_name,search_full_name,search_last_name,search_rank,sport,sportradar_id,stats_id,status,team,weight,yahoo_id,years_exp
4518,True,25,,,1994-12-09,,Marshall,,,3931761,19390,['TE'],Emanuel,Emanuel Byrd,00-0033514,#EmanuelByrd-NFL-FA-49,"6'3""",,,,,,Byrd,1534541106897,49,4518,TE,,,12333,,emanuel,emanuelbyrd,byrd,9999999,nfl,f14bbebf-5021-4813-8daf-7c8db6542aac,868036,Inactive,,236,30702,2
5942,True,23,,,1996-11-12,,Clemson,2,LDE,3728253,21048,['DL'],Austin,Austin Bryant, 00-0035531,#AustinBryant-NFL-DET-94,"6'4""",,,,,,Bryant,1576340104296,94,5942,DE,,,13843,,austin,austinbryant,bryant,950,nfl,5314292d-aac5-4fe1-be7e-8f2ddf2d45a8,,Active,DET,271,31949,0
5571,True,24,,,1993-07-08,,None,3,RT,2979620,20333,['OL'],Jeromy,Jeromy Irwin,,#JeromyIrwin-NFL-NO-79,"6'5""",,,,,,Irwin,,79,5571,OT,,,,,jeromy,jeromyirwin,irwin,9999999,nfl,c3251cfd-0b08-4833-811f-7ce6a4b9acef,,Active,NO,295,31516,0
2218,False,28,,,1990-07-25,,Virginia-Lynchburg,,,17199,16600,['DB'],Keith,Keith Lewis,,#KeithLewis-NFL-FA-42,"6'1""",,,,,,Lewis,,42,2218,CB,,,10017,,keith,keithlewis,lewis,9999999,nfl,f6479d40-7c0d-4100-930d-6c53c3e0b83b,,Inactive,,190,28039,1
1613,True,31,,,1988-09-02,,West Alabama,3,SS,16258,15295,['DB'],Otha,Otha Foster,,#OthaFoster-NFL-FA-42,"6'0""",,,,,Out,Foster,,42,1613,SS,,,11742,,otha,othafoster,foster,9999999,nfl,347b180f-0093-43a0-8f5b-3643b472abb8,,Inactive,,204,27172,6
5458,True,22,,,1997-01-07,,None,,,3929841,20244,['DL'],Du'vonta,Du'vonta Lampkin,00-0034873,#DuvontaLampkin-NFL-FA-97,"6'4""",,,,,,Lampkin,,97,5458,DT,,,12573,,duvonta,duvontalampkin,lampkin,9999999,nfl,a548290f-bfaf-48b0-aa8d-4f8c71a1ff80,,Inactive,,335,31248,1
1865,True,28,,,1991-04-22,,Tennessee-Martin,,,17122,16080,['WR'],Jeremy,Jeremy Butler,00-0030691,#JeremyButler-NFL-FA-17,"6'2""",,,,,,Butler,,17,1865,WR,,,9736,,jeremy,jeremybutler,butler,9999999,nfl,c273a0f0-d4e7-47f6-82b2-00050ade8b16,607462,Inactive,,208,27976,5
3258,True,26,,,1993-03-06,,Ohio State,2,TE,2576399,18019,['TE'],Nick,Nick Vannett,00-0032394,#NickVannett-NFL-PIT-88,"6'6""",,,,,Questionable,Vannett,1577056502535,88,3258,TE,,,10949,11329,nick,nickvannett,vannett,350,nfl,c731aa8a-778b-4ccd-a19f-517eb66f47b7,606488,Active,PIT,257,29328,3
4223,True,25,,,1994-11-01,,Auburn,,,3051901,19069,['DB'],Johnathan,Johnathan Ford,00-0033792,#JohnathanFord-NFL-PHI-36,"5'11""",,Abdominal,Ford is on injured reserve with an abdominal injury.,2019-11-23,Out,Ford,1574566826763,36,4223,SS,,,11989,,johnathan,johnathanford,ford,1340,nfl,b12174ec-fea9-4e05-b54f-c00e10920245,746881,Active,PHI,205,30321,2
69,False,38,,,1979-06-01,,Miami,,,2564,1944,['WR'],Santana,Santana Moss,,#SantanaMoss-NFL-FA-89,"5'10""",,,,,,Moss,,89,69,WR,,,,,santana,santanamoss,moss,9999999,nfl,8cef3644-bd81-4645-b5d0-0a15ea8d6548,,Inactive,,200,,14
3267,True,27,,,1992-12-30,,Cincinnati,3,RG,2576569,18028,['OL'],Parker,Parker Ehinger,00-0032771,#ParkerEhinger-NFL-BAL-70,"6'6""",,,,,,Ehinger,1575162907796,70,3267,G,,,11028,11428,parker,parkerehinger,ehinger,9999999,nfl,c9e9ca73-6605-42cb-ab44-2230dcea187a,,Active,BAL,310,29339,3
6066,True,23,,,1996-03-06,,Stanford,,,3117242,20735,['LB'],Joey,Joey Alfieri, 00-0035381,#JoeyAlfieri-NFL-SF-50,"6'2""",,,,,,Alfieri,1564946462847,50,6066,OLB,,,14020,,joey,joeyalfieri,alfieri,9999999,nfl,6f896917-eb15-41ad-9e0f-18ca8e8969b4,,Practice Squad,SF,230,32401,0
5063,True,23,,,1996-08-28,,NC State,1,DT,3116746,19881,['DL'],Justin,Justin Jones,00-0034677,#JustinJones-NFL-LAC-93,"6'2""",,,,,,Jones,1573771808811,93,5063,DT,,,12785,,justin,justinjones,jones,988,nfl,c82a3f67-90b7-4cc8-ac3b-e6cf469cc541,,Active,LAC,309,31054,1
2124,False,26,,,1991-01-04,,Louisiana-Lafayette,,,17207,16460,['TE'],Jacob,Jacob Maxwell,,#JacobMaxwell-NFL-FA-87,"6'4""",,,,,,Maxwell,,87,2124,TE,,,9927,,jacob,jacobmaxwell,maxwell,9999999,nfl,683b4512-b3f8-474a-95e0-e9273aa69c22,,Inactive,,240,28003,1
5213,True,25,,,1994-12-01,,None,,,3045261,20163,['LB'],Garret,Garret Dooley,00-0034210,#GarretDooley-NFL-FA-58,"6'2""",,,,,,Dooley,1546293347582,58,5213,OLB,,,12796,,garret,garretdooley,dooley,9999999,nfl,80990455-df2a-4d7a-92a2-7828f4f9c777,,Inactive,,248,31230,1
1858,True,28,,,1991-04-08,,Maryland,,,16805,16068,['DB'],Dexter,Dexter McDougle,00-0031414,#DexterMcDougle-NFL-FA-34,"5'10""",,,,,,McDougle,1541460329217,34,1858,CB,,,9690,,dexter,dextermcdougle,mcdougle,9999999,nfl,ebfdad99-5262-4d16-9024-85583947d544,,Inactive,,196,27608,5
5927,True,23,,,1996-04-15,,Ohio State,1,LWR,3121422,20873,['WR'],Terry,Terry McLaurin, 00-0035659,#TerryMcLaurin-NFL-WAS-17,"6'0""",,,,,,McLaurin,1577070602465,17,5927,WR,,,13536,14121,terry,terrymclaurin,mclaurin,196,nfl,7e8c4641-2beb-4213-ba22-69fe0307005f,836116,Active,WAS,208,31908,0
344,True,33,,,1986-05-22,,Kent State,1,LWR,12649,8355,['WR'],Julian,Julian Edelman,00-0027150,#JulianEdelman-NFL-NE-11,"5'10""",,Head,"Edelman departed the last game due to a head injury, and it is unclear if he will line up against the Dolphins in Week 17.",2019-12-21,Probable,Edelman,1577000457752,11,344,WR,,,6141,5440,julian,julianedelman,edelman,46,nfl,2bb70d56-a79a-4fa1-ae37-99858a3ffd55,334733,Active,NE,198,9496,10
5480,True,24,,,1995-11-27,,None,,,3124080,20461,['DB'],C.J.,C.J. Reavis,00-0034526,#CJReavis-NFL-ATL-39,"6'0""",,,,,,Reavis,1567209355962,39,5480,FS,,,13044,,cj,cjreavis,reavis,1596,nfl,bc41be9e-edb3-4582-b2eb-c7177dd6d979,,Practice Squad,ATL,198,31273,1
1374,True,28,,,1991-07-10,,Kent State,,,15879,14896,['OL'],Brian,Brian Winters,00-0030066,#BrianWinters-NFL-NYJ-67,"6'4""",,Shoulder,Winters has been designated for the injured reserve list due to a dislocated shoulder.,2019-11-12,Out,Winters,1573598455490,67,1374,G,,,8738,,brian,brianwinters,winters,9999999,nfl,1bdb2a2a-62bc-4043-8c80-f9b501d2003d,,Active,NYJ,320,26695,6
694,False,30,,,1986-12-15,,Kansas State,,,12905,12101,['LB'],Reggie,Reggie Walker,,#ReggieWalker-NFL-FA-52,"6'0""",,,,,,Walker,,52,694,ILB,,,,,reggie,reggiewalker,walker,9999999,nfl,89be4a71-66f0-4566-8e85-372e8b4e6412,,Inactive,,244,,7
4347,True,22,,,1994-08-30,,New Mexico,,,2986883,19203,['DB'],Daniel,Daniel Henry,,#DanielHenry-NFL-BAL-40,"6'1""",,Undisclosed,,,Out,Henry,,40,4347,FS,Out (Definitely Will Not Play),Out,12300,,daniel,danielhenry,henry,9999999,nfl,,,Active,BAL,196,30590,0
3082,False,,,,,,,,,,17832,,Gus,Gus Bradley,,#GusBradley-NFL-FA-0,,,,,,,Bradley,,0,3082,,,,,8349,gus,gusbradley,bradley,9999999,nfl,,,Inactive,,,,0
287,False,33,,,1983-12-12,,Missouri,,,9689,7236,['WR'],Brad,Brad Smith,,#BradSmith-NFL-FA-16,"6'2""",,,,,,Smith,,16,287,WR,,,,,brad,bradsmith,smith,9999999,nfl,39af9fa1-2ede-4596-90c4-7e1052300496,,Inactive,,212,,9
5656,True,24,,,1995-01-07,,Central Florida,3,LG,3054041,20543,['OL'],Aaron,Aaron Evans,00-0034459,#AaronEvans-NFL-FA-63,"6'4""",,,,,,Evans,,63,5656,G,,,12668,,aaron,aaronevans,evans,9999999,nfl,93d973b3-06c3-4d22-b7b2-5430f53622d3,,Inactive,,316,31569,1
5481,True,24,,,1994-10-13,,None,,,3040163,20390,['OL'],Sean,Sean Welsh,,#SeanWelsh-NFL-WAS-55,"6'3""",,,,,,Welsh,,55,5481,G,,,12806,,sean,seanwelsh,welsh,9999999,nfl,c87b35d3-1e67-4944-867f-71101f2c4a9a,,Active,WAS,306,31408,1
6601,True,23,,,1996-03-19,,Tennessee-Chattanooga,2,DT,3131784,21535,['DL'],Isaiah,Isaiah Mack, 00-0035519,#IsaiahMack-NFL-TEN-97,"6'1""",,,,,,Mack,,97,6601,DT,,,14204,,isaiah,isaiahmack,mack,900,nfl,b22c91a2-e11c-4ca2-8dd1-54c6bce8225c,,Active,TEN,306,32425,0
6075,True,22,,,1997-02-27,,Princeton,1,TE,3940587,20812,"['WR', 'TE']",Jesper,Jesper Horsted, 00-0035562,#JesperHorsted-NFL-CHI-49,"6'3""",,,,,,Horsted,1577079906370,49,6075,TE,,,13639,,jesper,jesperhorsted,horsted,9999999,nfl,48c56733-6644-42ee-9020-07bd2deba1ad,881708,Active,CHI,224,32576,0
2465,True,27,,,1992-02-25,,Nebraska,,,2514150,16922,['WR'],Kenny,Kenny Bell,00-0032113,#KennyBell-NFL-FA-13,"6'1""",,,,,,Bell,1533697228439,13,2465,WR,,,10219,10538,kenny,kennybell,bell,9999999,nfl,16b3f403-d14e-44f4-9046-0d8ede0687ce,540610,Inactive,,197,28550,4
4341,True,25,,,1994-03-18,,Kansas,,,3892785,19197,['DB'],Fish,Fish Smithson,00-0033274,#FishSmithson-NFL-FA-46,"5'10""",,Undisclosed,"Smithson has landed on the injured reserve list due to an undefined ailment, and a timetable for return has yet to be established.",2019-09-05,Out,Smithson,1567712115334,46,4341,FS,,,12478,,fish,fishsmithson,smithson,9999999,nfl,36bbcd0f-c3a1-4656-850d-6f0c7497a483,,Practice Squad,,201,30508,2
1192,True,29,,,1990-01-23,,Nebraska,1,RILB,14985,14375,['LB'],Lavonte,Lavonte David,00-0029562,#LavonteDavid-NFL-TB-54,"6'1""",,,,,,David,1577051762703,54,1192,ILB,,,8184,7539,lavonte,lavontedavid,david,1127,nfl,9a612961-9fdf-47d0-b7ca-32b55adb1f61,,Active,TB,233,25768,7
2351,True,27,,,1992-02-18,,Samford,1,SS,2509844,16807,['DB'],Jaquiski,Jaquiski Tartt,00-0032057,#JaquiskiTartt-NFL-SF-29,"6'1""",,Ribs,"Tartt has missed the last three games with a fractured rib, and it is unknown if he will line up against the Seahawks in Week 17.",2019-12-22,Out,Tartt,1576794309037,29,2351,SS,,,10451,,jaquiski,jaquiskitartt,tartt,1035,nfl,92da4f95-8f58-4379-b236-ee4ab8ff5daf,,Active,SF,220,28434,4
588,False,31,,,1986-10-11,,Texas,,,12695,11357,['DL'],Henry,Henry Melton,,#HenryMelton-NFL-FA-69,"6'3""",,,,,,Melton,,69,588,DT,,,7082,,henry,henrymelton,melton,9999999,nfl,61f30bba-8f64-4c5a-afee-f8b25c182844,,Inactive,,295,9369,7
5449,True,25,,,1994-03-17,,None,,,3912343,20302,['DB'],Chris,Chris Cooper,00-0034085,#ChrisCooper-NFL-ATL-34,"5'11""",,,,,,Cooper,1567551321852,34,5449,FS,,,13410,,chris,chriscooper,cooper,9999999,nfl,18911a2e-1c57-49cc-b7a1-c2cbc599264f,,Practice Squad,ATL,200,31367,1
5486,True,,,,,,None,3,RT,4331784,20124,['OL'],Bryce,Bryce Johnson,,#BryceJohnson-NFL-DAL-61,"6'5""",,,,,,Johnson,,61,5486,OT,,,13250,,bryce,brycejohnson,johnson,9999999,nfl,f924544a-115b-455c-aca6-d5ee1d45401c,,Active,DAL,308,31287,0
4395,True,24,,,1995-04-10,,UNLV,2,LCB,3058965,19254,['DB'],Torry,Torry McTyer,00-0033405,#TorryMcTyer-NFL-CIN-20,"5'11""",,,,,,McTyer,1577033460653,20,4395,CB,,,12040,,torry,torrymctyer,mctyer,1478,nfl,46e11bbc-8d8a-4b32-96a0-d059472b8fc6,751845,Active,CIN,189,30646,2
5576,True,24,,,1995-07-27,,Iowa,2,LB,3140643,20498,['LB'],Ben,Ben Niemann,00-0034296,#BenNiemann-NFL-KC-56,"6'3""",,,,,,Niemann,1570475159303,56,5576,LB,,,13179,,ben,benniemann,niemann,1305,nfl,46689e7b-4a03-463b-9978-1496ab89313e,,Active,KC,230,31495,1
2957,False,26,,,1990-12-04,,Iowa State,,,,17436,['TE'],Ernst,Ernst Brun Jr,,#ErnstBrunJr-NFL-FA-40,"6'3""",,,,,,Brun Jr,,40,2957,TE,,,,,ernst,ernstbrunjr,brunjr,9999999,nfl,d01fcbd9-51b4-4c39-b0e4-e1813adfcf5a,599088,Inactive,,251,29196,0
6646,True,,,,,,North Carolina State,,,,21537,['DL'],Durndraus,Durndraus Bryant,,#DurndrausBryant-NFL-FA-70,"6'1""",,,,,,Bryant,,70,6646,NT,,,,,durndraus,durndrausbryant,bryant,9999999,nfl,,,Inactive,,330,,0
4538,True,27,,,1992-10-11,,South Carolina,,,3894931,19417,['DL'],Marquavius,Marquavius Lewis,,#MarquaviusLewis-NFL-FA-97,"6'4""",,,,,,Lewis,1534986620935,97,4538,DT,,,12160,,marquavius,marquaviuslewis,lewis,9999999,nfl,c4c9af1c-bb25-4a74-bbd4-7bb2921c2016,,Inactive,,265,30596,2
5807,True,23,,,1996-01-29,,Wake Forest,3,WLB,3124103,20705,['LB'],Jaboree,Jaboree Williams,00-0034898,#JaboreeWilliams-NFL-FA-6,"6'0""",,,,,,Williams,,6,5807,OLB,,,13402,,jaboree,jaboreewilliams,williams,9999999,nfl,27a44c07-9e5c-4332-9ad1-7e66ddf0e9c7,,Inactive,,245,31802,1
2489,False,25,,,1992-09-19,,Clemson,,,2576504,16948,['LB'],Tony,Tony Steward,,#TonySteward-NFL-FA-97,"6'1""",,,,,,Steward,,97,2489,OLB,,,10477,,tony,tonysteward,steward,9999999,nfl,634edfaf-81f7-4603-af30-0f08f58269ad,,Inactive,,241,28576,2
1031,True,29,,,1990-01-16,,Purdue,2,RT,15054,13730,['OL'],Dennis,Dennis Kelly,00-0029419,#DennisKelly-NFL-TEN-71,"6'8""",,,,,,Kelly,1564763714134,71,1031,OT,,,8314,,dennis,denniskelly,kelly,9999999,nfl,1306d6f4-5de3-4bec-9c86-3e5ab8e2d081,,Active,TEN,304,25863,7
592,False,29,,,1989-01-30,,California,,,,11373,['RB'],Jahvid,Jahvid Best,,#JahvidBest-NFL-FA-44,"5'10""",,,,,,Best,,44,592,RB,,,,5630,jahvid,jahvidbest,best,9999999,nfl,,,Inactive,,199,,3
5867,True,24,,,1995-07-13,,Kansas State,1,LG,3125082,20926,['OL'],Dalton,Dalton Risner, 00-0035702,#DaltonRisner-NFL-DEN-66,"6'5""",,Illness,"Risner was removed from the last game with an illness, and his availability against the Raiders in Week 17 is clouded.",2019-12-22,Questionable,Risner,1577061003065,66,5867,G,,,13545,,dalton,daltonrisner,risner,9999999,nfl,570c17a4-c14a-45a0-afda-93ef879b2604,,Active,DEN,312,31873,0
6751,True,,,,,,,,,,21668,,Teez,Teez Tabor,,#TeezTabor-NFL-FA-0,,,,,,,Tabor,,0,6751,,,,,12292,teez,teeztabor,tabor,9999999,nfl,,820437,Inactive,,,,0
3881,True,26,,,1993-01-10,,Citadel,,,2580324,18703,['DB'],Mariel,Mariel Cooper,,#MarielCooper-NFL-FA-25,"5'11""",,,,,Out,Cooper,,25,3881,CB,,,11274,,mariel,marielcooper,cooper,9999999,nfl,4c77ce39-da0c-4325-a820-a9fd7822f499,,Inactive,,192,30010,3
1227,True,29,,,1990-08-31,,Wake Forest,2,C,15108,14505,['OL'],Joe,Joe Looney,00-0029278,#JoeLooney-NFL-DAL-73,"6'3""",,,,,,Looney,1571615406433,73,1227,C,,,8291,7573,joe,joelooney,looney,9999999,nfl,0e581a51-e705-45e2-85d3-bc2c073e626e,,Active,DAL,309,25827,7
5916,True,22,,,1997-08-19,,Memphis,4,RB,4039359,20798,['RB'],Darrell,Darrell Henderson, 00-0035664,#DarrellHenderson-NFL-LAR-27,"5'8""",,Ankle,Henderson has a high-ankle sprain that will shut him down for the remainder of the season.,2019-12-22,Out,Henderson,1577049962013,27,5916,RB,,,13450,14039,darrell,darrellhenderson,henderson,93,nfl,380c4d9b-d4c8-456c-ba50-25519edde899,914372,Active,LAR,208,31902,0
1125,True,31,,,1988-03-28,,Kansas,,,15733,14049,['LB'],Steven,Steven Johnson,,#StevenJohnson-NFL-FA-58,"6'1""",,,,,,Johnson,1508275263155,58,1125,ILB,,,8429,,steven,stevenjohnson,johnson,9999999,nfl,8311d109-e84c-439e-ac14-2f27bd1b4def,447561,Inactive,,237,25980,7
418,False,30,,,1987-04-11,,Western Michigan,,,12528,9002,['DB'],Louis,Louis Delmas,,#LouisDelmas-NFL-FA-25,"5'11""",,,,,,Delmas,,25,418,FS,,,6092,,louis,louisdelmas,delmas,9999999,nfl,7d35421a-f68b-4de2-8152-d5830f5cca3e,,Inactive,,202,,6
2214,True,28,,,1991-07-03,,Harvard,2,TE,17453,16593,['TE'],Cameron,Cameron Brate,00-0031273,#CameronBrate-NFL-TB-84,"6'4""",,,,,,Brate,1577078704382,84,2214,TE,,,10008,10193,cameron,cameronbrate,brate,305,nfl,5afe93fd-0caf-4cca-83fc-7f405bebfa3e,552926,Active,TB,245,28267,5
1241,False,28,,,1990-04-23,,Kentucky,2,SS,15073,14582,['DB'],Winston,Winston Guy,,#WinstonGuy-NFL-FA-27,"6'1""",,,,,,Guy,,27,1241,SS,,,8362,,winston,winstonguy,guy,9999999,nfl,c122fac9-b0fd-4d25-a0c5-e1e29a0a144c,,Inactive,,218,25891,4
1751,False,27,,,1990-11-18,,Kansas,,,16598,15765,['RB'],Toben,Toben Opurum,,#TobenOpurum-NFL-FA-0,"6'1""",,,,,,Opurum,,0,1751,FB,,,8994,,toben,tobenopurum,opurum,9999999,nfl,2ef64271-172a-42fa-bd60-0055b79fa593,497254,Inactive,,250,27431,1
1840,True,32,,,1987-02-20,,Florida,1,C,16842,16044,['OL'],Jon,Jon Halapio,00-0031185,#JonHalapio-NFL-NYG-75,"6'3""",,,,,,Halapio,1574286956726,75,1840,C,,,9442,,jon,jonhalapio,halapio,9999999,nfl,726c066b-4ce6-4af3-85b2-7ec34807166a,,Active,NYG,323,27707,5
1580,True,29,,,1990-06-24,,James Madison,2,RG,15901,15231,['OL'],Earl,Earl Watford,00-0030504,#EarlWatford-NFL-TB-71,"6'3""",,,,,,Watford,1570647312244,71,1580,G,,,9092,8538,earl,earlwatford,watford,9999999,nfl,f6244333-6b6a-4e61-bc2c-cb6ffc2f318a,,Active,TB,300,26739,6
1895,True,29,,,1990-09-13,,Alabama,2,QB,16810,16116,['QB'],AJ,AJ McCarron,00-0031288,#AJMcCarron-NFL-HOU-2,"6'3""",,,,,,McCarron,1574079339857,2,1895,QB,,,9319,9290,aj,ajmccarron,mccarron,381,nfl,d4b30988-e8c5-4689-8037-f79a0d3c2774,508649,Active,HOU,220,27692,5
740,False,41,,,1976-06-23,,Louisiana-Lafayette,,,,12343,['WR'],Brandon,Brandon Stokley,,#BrandonStokley-NFL-FA-80,"5'11""",,,,,,Stokley,,80,740,WR,,,,,brandon,brandonstokley,stokley,9999999,nfl,,,Inactive,,192,,15
2127,False,28,,,1990-05-22,,Nebraska,3,RCB,17245,16464,['DB'],Mohammed,Mohammed Seisay,,#MohammedSeisay-NFL-FA-26,"6'2""",,,,,,Seisay,,26,2127,CB,,,9992,,mohammed,mohammedseisay,seisay,9999999,nfl,5e48dcbb-2167-4210-9b30-a5fe10ece0b5,,Inactive,,200,28009,3
3678,True,25,,,1994-07-07,,Georgia State,1,K,2985659,18478,['K'],Wil,Wil Lutz,00-0032569,#WilLutz-NFL-NO-3,"6'0""",,,,,,Lutz,1577104504913,3,3678,K,,,11309,11877,wil,willutz,lutz,159,nfl,c4cf84d0-6022-4ac1-a9ba-85587921c53f,700299,Active,NO,190,29754,3
1918,True,28,,,1991-01-09,,Vanderbilt,2,C,16846,16150,['OL'],Wesley,Wesley Johnson,00-0031314,#WesleyJohnson-NFL-FA-61,"6'5""",,,,,,Johnson,1557260442526,61,1918,C,,,9428,9681,wesley,wesleyjohnson,johnson,9999999,nfl,00eb19cd-bd8f-4f2a-98e7-a718d50ad66a,,Inactive,,297,27701,5
308,False,34,,,1983-09-08,,Texas-El Paso,,,,7613,['WR'],JohnnieLee,JohnnieLee Higgins,,#JohnnieLeeHiggins-NFL-FA-17,"5'11""",,,,,,Higgins,,17,308,WR,,,,,johnnielee,johnnieleehiggins,higgins,9999999,nfl,,,Inactive,,185,,5
5432,True,23,,,1996-01-06,,None,2,LWR,3115314,20529,['WR'],Cam,Cam Sims,00-0034104,#CamSims-NFL-WAS-89,"6'5""",,,,,,Sims,1574615430601,89,5432,WR,,,13101,,cam,camsims,sims,515,nfl,f4f11bc2-2fe6-4da8-a83c-63085788e789,824541,Active,WAS,214,31405,1
3567,False,25,,,1992-09-10,,Minnesota,,,,18342,['DL'],Theiren,Theiren Cockran,,#TheirenCockran-NFL-FA-67,"6'5""",,,,,,Cockran,,67,3567,DT,,,11497,,theiren,theirencockran,cockran,9999999,nfl,8aa595b5-49a1-4a3f-8d79-be3123e110b0,,Inactive,,252,29538,0
5025,True,22,,,1997-04-18,,Alabama,1,SS,3859006,19904,['DB'],Ronnie,Ronnie Harrison,00-0034779,#RonnieHarrison-NFL-JAX-36,"6'2""",,,,,Probable,Harrison,1575919538473,36,5025,SS,,,12625,,ronnie,ronnieharrison,harrison,1349,nfl,9b96ef63-04bd-41ae-b59c-acc0f2561d19,,Active,JAX,207,31063,1
5119,True,24,,,1995-11-16,,None,1,K,3124679,20033,['K'],Jason,Jason Sanders,00-0034794,#JasonSanders-NFL-MIA-7,"5'11""",,,,,Questionable,Sanders,1577127906786,7,5119,K,,,13007,,jason,jasonsanders,sanders,414,nfl,5ffb654f-0de5-424b-aa2f-ad511deb5b51,,Active,MIA,184,31199,1
2274,False,25,,,1991-12-26,,Texas,3,OLB,17008,16687,['LB'],Jackson,Jackson Jeffcoat,,#JacksonJeffcoat-NFL-FA-91,"6'3""",,,,,,Jeffcoat,,91,2274,OLB,,,9278,,jackson,jacksonjeffcoat,jeffcoat,9999999,nfl,dae22eb4-d7f3-4e46-9f33-b3169076f076,,Inactive,,247,27805,3
3281,True,27,,,1992-11-13,,Manitoba-Canada,1,LDT,4002046,18042,['DL'],David,David Onyemata,00-0033051,#DavidOnyemata-NFL-NO-93,"6'3""",,Suspension,Onyemata has been given a one-game suspension for violating the league's policy and program on substances of abuse. He is expected to be reinstated in time for Sunday's clash against the Rams.,2019-09-10,,Onyemata,1574653234271,93,3281,DT,,,11219,11435,david,davidonyemata,onyemata,1699,nfl,08d27d1a-e039-4ccc-9ba7-65a22f6002fd,,Active,NO,304,29354,3
3786,True,27,,,1992-07-19,,Western Kentucky,2,RT,2583951,18599,['OL'],George,George Fant,00-0032466,#GeorgeFant-NFL-SEA-74,"6'5""",,,,,,Fant,1572048639560,74,3786,OT,,,11559,11913,george,georgefant,fant,9999999,nfl,eb7f7d43-7837-400c-828c-bd5d609bca41,,Active,SEA,296,29815,3
GB,True,,,,,,,,,,,['DEF'],Green Bay,,,,,,,,,,Packers,,,GB,DEF,,,,,,,,,nfl,,,,GB,,,
4836,True,24,,,1993-06-10,,New Mexico,,,,19739,,Ryan,Ryan Langford,,#RyanLangford-NFL-ARI-0,,,,,,,Langford,,0,4836,,,,,,ryan,ryanlangford,langford,9999999,nfl,,,Active,ARI,,,
3771,False,26,,,1992-04-10,,Western Carolina,3,RDE,,18584,['DL'],Helva,Helva Matungulu,,#HelvaMatungulu-NFL-FA-61,"6'5""",,,,,,Matungulu,,61,3771,DE,,,11458,,helva,helvamatungulu,matungulu,9999999,nfl,,,Inactive,,279,29796,0
5476,True,23,,,1996-04-18,,None,,,3123064,20457,['OL'],KC,KC McDermott,00-0034522,#KCMcDermott-NFL-FA-62,"6'6""",,Ankle,McDermott is on injured reserve due to an ankle injury.,2019-09-23,Out,McDermott,1567533019590,62,5476,C,,,12687,,kc,kcmcdermott,mcdermott,9999999,nfl,3fa9a860-a1ee-4355-ab3e-ba81490a4385,,Practice Squad,,311,31269,1
6112,True,24,,,1995-07-25,,Florida,,,3915102,21076,['OL'],Martez,Martez Ivey,,#MartezIvey-NFL-FA-63,"6'5""",,,,,,Ivey,,63,6112,G,,,13604,,martez,martezivey,ivey,9999999,nfl,4cac4ec4-d719-4f77-a714-0a8ed45be814,,Inactive,,315,32635,0
2926,False,,,,,,,,,,17395,['TE'],Earnest,Earnest Pettway,,#EarnestPettway-NFL-FA-0,,,,,,,Pettway,,0,2926,TE,,,,,earnest,earnestpettway,pettway,9999999,nfl,,599153,Inactive,,,,
6118,True,22,,,1997-12-21,,Alabama,1,LDE,4040982,20989,['DL'],Quinnen,Quinnen Williams, 00-0035718,#QuinnenWilliams-NFL-NYJ-95,"6'3""",,,,,Probable,Williams,1577034660427,95,6118,DE,,,13584,14011,quinnen,quinnenwilliams,williams,1325,nfl,b8e0fa49-1122-4e97-9fe2-d90f6b7cb444,,Active,NYJ,303,31835,0
5600,True,24,,,1995-07-28,,None,,,3894905,20319,['OL'],Lucas,Lucas Gravelle,00-0034447,#LucasGravelle-NFL-FA-49,"6'0""",,,,,,Gravelle,1537921503966,49,5600,C,,,13264,,lucas,lucasgravelle,gravelle,9999999,nfl,4db7ca4c-e0b3-4652-b311-6711c816c96c,,Inactive,,224,31535,1
1002,False,30,,,1987-02-19,,Texas - El Paso,,,13345,13537,['DB'],Damon,Damon Cromartie-Smith,,#DamonCromartieSmith-NFL-FA-32,"6'2""",,,,,,Cromartie-Smith,,32,1002,SS,,,,,damon,damoncromartiesmith,cromartiesmith,9999999,nfl,e15c91fe-34cb-484d-9d0d-335a333f626f,,Inactive,,210,24316,2
4774,True,25,,,1994-02-01,,Northwestern St. (LA),9,RB,3050667,19629,['RB'],De'Mard,De'Mard Llorens,,#DeMardLlorens-NFL-FA-37,"5'10""",,,,,Out,Llorens,,37,4774,RB,,,12397,,demard,demardllorens,llorens,9999999,nfl,abcb9503-376e-4335-9bdc-4a63c3975a15,747294,Inactive,,212,30866,2
1044,True,30,,,1989-09-18,,Georgia,1,LT,14971,13762,['OL'],Cordy,Cordy Glenn,00-0029561,#CordyGlenn-NFL-CIN-77,"6'6""",,,,,Sus,Glenn,1574448015620,77,1044,OT,,,8124,7482,cordy,cordyglenn,glenn,9999999,nfl,c2187fda-5e33-4854-b3f8-c0c1c5fbfb35,,Suspended,CIN,343,25751,7
